action_ref,owner,pin_type,is_vetted,kind,repo_count,total_uses
pfizer-analytics/github-actions-poc/actions/kaniko-build@v1,pfizer-analytics,tag,true,action,1,1
jfrog/setup-jfrog-cli@v3,jfrog,tag,false,action,1,1
./.github/workflows/Combined.yaml,,local,true,reusable_workflow,1,1
rickstaa/action-create-tag@v1,rickstaa,tag,false,action,1,1
actions/setup-dotnet@v4,actions,tag,true,action,1,1
pfizer/python-test-automation-boilerplate/.github/actions/bp_action@release/5.03,pfizer,branch,true,action,1,1
pfizer-analytics/sdc-xwrdm-pharmsci-snowflake-cicd/actions/deployment@main,pfizer-analytics,branch,true,action,1,1
pfizer-analytics/sdc-xwrdm-pharmsci-snowflake-cicd/actions/statements@main,pfizer-analytics,branch,true,action,1,1
gitleaks/gitleaks-action@ff98106e4c7b2bc287b24eaf42907196329070c7,gitleaks,sha,false,action,1,1
actions/labeler@v4,actions,tag,true,action,1,1
dawidd6/action-send-mail@v3,dawidd6,tag,false,action,1,1
./.github/workflows/metrics-service-build.yaml,,local,true,reusable_workflow,1,1
./.github/workflows/metrics-service-deploy.yaml,,local,true,reusable_workflow,1,1
./.github/workflows/worker-service-build.yaml,,local,true,reusable_workflow,1,1
./.github/workflows/worker-service-deploy.yaml,,local,true,reusable_workflow,1,1
./.github/actions/tf-apply,,local,true,action,1,1
./.github/actions/tf-backend-details,,local,true,action,1,1
./.github/actions/tf-plan,,local,true,action,1,1
pfizer-analytics/oic-deployment-orchestration/.github/workflows/reusable_aws-cleanup.yml@5edf5bd9221a7706d3902a342e638becd7b6542f,pfizer-analytics,sha,true,reusable_workflow,1,1
pfizer-analytics/oic-deployment-orchestration/.github/workflows/reusable_post-deployment.yml@eb226549094bd63357202e45e71c790d35164111,pfizer-analytics,sha,true,reusable_workflow,1,1
pfizer-analytics/oic-deployment-orchestration/.github/workflows/reusable_code-scan.yml@5edf5bd9221a7706d3902a342e638becd7b6542f,pfizer-analytics,sha,true,reusable_workflow,1,1
pfizer-analytics/oic-deployment-orchestration/.github/workflows/reusable_pr-validation.yml@5edf5bd9221a7706d3902a342e638becd7b6542f,pfizer-analytics,sha,true,reusable_workflow,1,1
pfizer-analytics/cae-platinum/.github/actions/checkout_and_setup@v2.3.5,pfizer-analytics,tag,true,action,1,1
gitleaks/gitleaks-action@v2,gitleaks,tag,false,action,1,1
SonarSource/sonarqube-scan-action@v6.0.0,SonarSource,tag,false,action,1,1
pfizer-analytics/github-actions-tools/actions/git-diff-matrix@v2,pfizer-analytics,tag,true,action,1,1
pfizer-analytics/oic-deployment-orchestration/.github/workflows/reusable_aws-ash.yml@baf7272c83de0fbe090e71e3b5fa492ce2a4a9b4,pfizer-analytics,sha,true,reusable_workflow,1,1
mshick/add-pr-comment@v1,mshick,tag,false,action,1,1
softprops/action-gh-release@v1,softprops,tag,false,action,1,1
./.github/workflows/dp_test.yml,,local,true,reusable_workflow,1,1
pfizer-analytics/orchestrator-dss-libs-update/.github/workflows/update_libs.yml@dev,pfizer-analytics,branch,true,reusable_workflow,1,1
tj-actions/changed-files@v41,tj-actions,tag,false,action,1,1
actions/setup-java@v3,actions,tag,true,action,1,1
browser-actions/setup-firefox@v1,browser-actions,tag,false,action,1,1
browser-actions/setup-geckodriver@latest,browser-actions,branch,false,action,1,1
browser-actions/setup-chrome@v1,browser-actions,tag,false,action,1,1
ruby/setup-ruby@4a9ddd6f338a97768b8006bf671dfbad383215f4,ruby,sha,false,action,1,1
r-lib/actions/setup-renv@v2,r-lib,tag,false,action,1,1
pfizer-analytics/vessel-platform/.github/workflows/vessel-guardrails.yaml@fix-vessel-guardrails,pfizer-analytics,branch,true,reusable_workflow,1,1
./.github/workflows/build.yaml,,local,true,reusable_workflow,1,1
./.github/workflows/deploy.yaml,,local,true,reusable_workflow,1,1
snok/install-poetry@v1,snok,tag,false,action,1,1
./.github/workflows/build_lambda_layers.yml,,local,true,reusable_workflow,1,1
./.github/workflows/build_docker_container.yml,,local,true,reusable_workflow,1,1
pfizer-analytics/ccssp-pkg-build-publish@v2,pfizer-analytics,tag,true,action,1,1
SonarSource/sonarqube-quality-gate-action@v1,SonarSource,tag,false,action,1,1
conda-incubator/setup-miniconda@v3,conda-incubator,tag,false,action,1,1
pfizer-analytics/oic-deployment-orchestration/.github/workflows/reusable_pr-validation.yml@d06d20ed79126c45d2f84124e85c1d397007296b,pfizer-analytics,sha,true,reusable_workflow,1,1
pfizer-analytics/oic-deployment-orchestration/.github/workflows/reusable_selenium-test.yml@d06d20ed79126c45d2f84124e85c1d397007296b,pfizer-analytics,sha,true,reusable_workflow,1,1
pfizer-analytics/oic-deployment-orchestration/.github/workflows/reusable_playwright-test.yml@baf7272c83de0fbe090e71e3b5fa492ce2a4a9b4,pfizer-analytics,sha,true,reusable_workflow,1,1
aws-actions/amazon-ecs-deploy-task-definition@v1,aws-actions,tag,true,action,1,1
aws-actions/configure-aws-credentials@a03048d87541d1d9fcf2ecf528a4a65ba9bd7838,aws-actions,sha,true,action,1,1
docker/setup-buildx-action@988b5a0280414f521da01fcc63a27aeeb4b104db,docker,sha,true,action,1,1
./.github/workflows/semantic-versioning-poc.yml,,local,true,reusable_workflow,1,1
actions/setup-node@2028fbc5c25fe9cf00d9f06a71cc4710d4507903,actions,sha,true,action,1,1
hashicorp/setup-terraform@633666f66e0061ca3b725c73b2ec20cd13a8fdd1,hashicorp,sha,true,action,1,1
./.github/workflows/sonarqube-scan.yml,,local,true,reusable_workflow,1,1
./.github/workflows/integration-test.yml,,local,true,reusable_workflow,1,1
./.github/workflows/evals-test.yml,,local,true,reusable_workflow,1,1
./.github/workflows/_ra_ci_template_model.yml,,local,true,reusable_workflow,1,1
aquasecurity/trivy-action@master,aquasecurity,branch,false,action,1,1
./.github/workflows/ci-check.yaml,,local,true,reusable_workflow,1,1
./_devtools/.github/actions/teams-notify,,local,true,action,1,1
actions/download-artifact@v7,actions,tag,true,action,1,1
./.github/actions/bp_test_runner,,local,true,action,1,1
actions/configure-pages@v1,actions,tag,true,action,1,1
pnpm/action-setup@v3,pnpm,tag,false,action,1,1
docker/build-push-action@f9f3042f7e2789586610d6e8b85c8f03e5195baf,docker,sha,true,action,1,1
actions/cache@27d5ce7f107fe9357f9df03efb73ab90386fccae,actions,sha,true,action,1,1
docker/setup-compose-action@8cccb8c14b6500aaffebff1aa49c502c34d2e5e6,docker,sha,true,action,1,1
hashicorp/setup-terraform@dfe3c3f87815947d99a8997f908cb6525fc44e9e,hashicorp,sha,true,action,1,1
actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions,sha,true,action,1,1
pfizer-github-automation/sonar-scan-action@13f7a64453afd38f6ef50d070348cd537f972df4,pfizer-github-automation,sha,true,action,1,1
docker/login-action@c94ce9fb468520275223c153574b00df6fe4bcc9,docker,sha,true,action,1,1
docker/metadata-action@c299e40c65443455700f0fdfc63efafe5b349051,docker,sha,true,action,1,1
crazy-max/ghaction-import-gpg@e89d40939c28e39f97cf32126055eeae86ba74ec,crazy-max,sha,false,action,1,1
timerring/actions-gh-pages@e47f7a6802418fb6074655ca670367acd945a2df,timerring,sha,false,action,1,1
codecov/codecov-action@v4,codecov,tag,true,action,1,1
./.github/workflows/reusable_code-scan.yml,,local,true,reusable_workflow,1,1
pfizer-analytics/ccssp-pkg-build-publish@7cd796f9b613b9256029f433808c8e562fa13f0a,pfizer-analytics,sha,true,action,1,1
actions/jekyll-build-pages@v1,actions,tag,true,action,1,1
pfizer-analytics/sdc-xwrdm-iac-modules/.github/actions/semantic-version@fix/semantic-version,pfizer-analytics,branch,true,action,1,1
pfizer-analytics/sdc-xwrdm-iac-modules/.github/workflows/reusable-docker-build.yaml@main,pfizer-analytics,branch,true,reusable_workflow,1,1
actions/checkout@692973e3d937129bcbf40652eb9f2f61becf3332,actions,sha,true,action,1,1
actions/setup-python@0a5c61591373683505ea898e09a3ea4f39ef2b9c,actions,sha,true,action,1,1
dorny/paths-filter@de90cc6fb38fc0963ad72b210f1f284cd68cea36,dorny,sha,false,action,1,1
SonarSource/sonarqube-scan-action@v2,SonarSource,tag,false,action,1,1
actions/cache@1bd1e32a3bdc45362d1e726936510720a7c30a57,actions,sha,true,action,1,1
SonarSource/sonarqube-scan-action@a31c9398be7ace6bbfaf30c0bd5d415f843d45e9,SonarSource,sha,false,action,1,1
peaceiris/actions-gh-pages@4f9cc6602d3f66b9c108549d475ec49e8ef4d45e,peaceiris,sha,false,action,1,1
actions/github-script@v7.1.0,actions,tag,true,action,1,1
./.github/workflows/ci-checks.yaml,,local,true,reusable_workflow,1,1
azure/setup-kubectl@v4,azure,tag,true,action,1,1
azure/load-testing@v1,azure,tag,true,action,1,1
./.github/workflows/pr-validation.yml,,local,true,reusable_workflow,1,1
peter-evans/create-pull-request@v6,peter-evans,tag,false,action,1,1
./.github/actions/docs-validate,,local,true,action,1,1
./.github/actions/docs-build,,local,true,action,1,1
actions/configure-pages@v4,actions,tag,true,action,1,1
pfizer-analytics/oic-deployment-orchestration/.github/workflows/reusable_aws-deploy.yml@e279fb0978aa88d18115ab45a766deae2e4f4978,pfizer-analytics,sha,true,reusable_workflow,1,1
pfizer-analytics/oic-deployment-orchestration/.github/workflows/reusable_pr-validation.yml@e279fb0978aa88d18115ab45a766deae2e4f4978,pfizer-analytics,sha,true,reusable_workflow,1,1
imjasonh/setup-crane@31b88efe9de28ae0ffa220711af4b60be9435f6e,imjasonh,sha,false,action,1,1
bridgecrewio/checkov-action@v12,bridgecrewio,tag,false,action,1,1
docker/setup-buildx-action@v4,docker,tag,true,action,1,1
docker/metadata-action@v6,docker,tag,true,action,1,1
docker/build-push-action@v7,docker,tag,true,action,1,1
pfizer-github-automation/sonar-scan-action@main,pfizer-github-automation,branch,true,action,114,116
actions/checkout@v4,actions,tag,true,action,110,115
actions/checkout@v2,actions,tag,true,action,3,14
actions/checkout@v3,actions,tag,true,action,12,12
technote-space/get-diff-action@v6,technote-space,tag,false,action,1,6
actions/checkout@b4ffde65f46336ab88eb53be808477a3936bae11,actions,sha,true,action,5,5
actions/setup-java@387ac29b308b003ca37ba93a6cab5eb57c8f5f93,actions,sha,true,action,5,5
./.github/workflows/deploy-spfx-pnp-powershell.yml,,local,true,reusable_workflow,1,3
actions/cache@v1,actions,tag,true,action,1,2
actions/setup-python@v5,actions,tag,true,action,2,2
Azure/static-web-apps-deploy@v1,Azure,tag,false,action,1,2
pfizer-github-automation/sonar-scan-action@v1.4.0,pfizer-github-automation,tag,true,action,2,2
sonarsource/sonarqube-scan-action@master,sonarsource,branch,true,action,1,1
actions/setup-java@v1,actions,tag,true,action,1,1
actions/setup-node@v4,actions,tag,true,action,1,1
actions/upload-artifact@v4,actions,tag,true,action,1,1
actions/download-artifact@v4,actions,tag,true,action,1,1
./.github/workflows/build-spfx.yml,,local,true,reusable_workflow,1,1
aws-actions/configure-aws-credentials@v4,aws-actions,tag,true,action,1,1
SonarSource/sonarqube-scan-action@v6,SonarSource,tag,false,action,1,1
azure/login@v2,azure,tag,true,action,1,1
actions/checkout@v4,actions,tag,true,action,4,14
actions/setup-java@v4,actions,tag,true,action,4,13
actions/upload-artifact@v4,actions,tag,true,action,4,12
actions/download-artifact@v4,actions,tag,true,action,4,10
actions/cache@v4,actions,tag,true,action,2,6
pfizer-github-automation/sonar-scan-action@main,pfizer-github-automation,branch,true,action,3,3
actions/checkout@b4ffde65f46336ab88eb53be808477a3936bae11,actions,sha,true,action,3,3
actions/setup-java@387ac29b308b003ca37ba93a6cab5eb57c8f5f93,actions,sha,true,action,3,3
s4u/setup-maven-action@ba34de01b7f4ba2ab8e2860df8993a29f4477056,s4u,sha,false,action,1,2
actions/upload-artifact@main,actions,branch,true,action,1,2
actions/checkout@v2,actions,tag,true,action,1,1
actions/cache@main,actions,branch,true,action,1,1
actions/checkout@v3,actions,tag,true,action,140,155
actions/checkout@v2,actions,tag,true,action,22,25
microsoft/setup-msbuild@v1,microsoft,tag,true,action,15,18
actions/upload-artifact@v2,actions,tag,true,action,15,16
nuget/setup-nuget@v1,nuget,tag,false,action,13,13
actions/checkout@v4,actions,tag,true,action,9,11
actions/setup-node@v3,actions,tag,true,action,9,9
pfizer-github-automation/sonar-scan-action@main,pfizer-github-automation,branch,true,action,7,8
actions/setup-dotnet@v3,actions,tag,true,action,6,6
NuGet/setup-nuget@v1,NuGet,tag,false,action,2,4
actions/checkout@b4ffde65f46336ab88eb53be808477a3936bae11,actions,sha,true,action,2,2
actions/setup-java@387ac29b308b003ca37ba93a6cab5eb57c8f5f93,actions,sha,true,action,2,2
actions/setup-dotnet@v1,actions,tag,true,action,2,2
actions/setup-java@v1,actions,tag,true,action,1,1
actions/cache@v1,actions,tag,true,action,1,1
actions/setup-node@v4,actions,tag,true,action,1,1
ambilykk/dependabot-alert-export@v1.0,ambilykk,tag,false,action,1,1
actions/upload-artifact@v3,actions,tag,true,action,1,1
actions/checkout@v2,actions,tag,true,action,2,2
actions/checkout@v3,actions,tag,true,action,1,2
sonarsource/sonarqube-scan-action@master,sonarsource,branch,true,action,1,1
actions/setup-java@v2,actions,tag,true,action,1,1
r-lib/actions/setup-r@v2,r-lib,tag,false,action,1,1
actions/cache@v3,actions,tag,true,action,1,1
dawidd6/action-send-mail@v3,dawidd6,tag,false,action,1,1
actions/checkout@v4,actions,tag,true,action,1,1
pfizer-github-automation/sonar-scan-action@main,pfizer-github-automation,branch,true,action,1,1
actions/checkout@v4,actions,tag,true,action,7,16
actions/setup-node@v4,actions,tag,true,action,3,8
actions/checkout@v5,actions,tag,true,action,3,8
pfizer-github-automation/sonar-scan-action@main,pfizer-github-automation,branch,true,action,5,5
actions/upload-artifact@v4,actions,tag,true,action,3,5
actions/cache@v4,actions,tag,true,action,3,3
actions/setup-python@v5,actions,tag,true,action,2,2
actions/checkout@v3,actions,tag,true,action,1,2
docker/build-push-action@v5,docker,tag,true,action,1,2
pfizer-github-automation/commit-files-action/commit-files@v1.0.0,pfizer-github-automation,tag,true,action,2,2
actions/checkout@df4cb1c069e1874edd31b4311f1884172cec0e10,actions,sha,true,action,1,2
actions/upload-artifact@043fb46d1a93c77aae656e7c1c64a875d1fc6a0a,actions,sha,true,action,1,2
actions/create-github-app-token@f2acddfb5195534d487896a656232b016a682f3c,actions,sha,true,action,1,1
ludeeus/action-shellcheck@master,ludeeus,branch,false,action,1,1
psf/black@24.1.1,psf,tag,false,action,1,1
isort/isort-action@v1,isort,tag,false,action,1,1
py-actions/flake8@v2,py-actions,tag,false,action,1,1
aws-actions/configure-aws-credentials@v4,aws-actions,tag,true,action,1,1
aws-actions/amazon-ecr-login@v2,aws-actions,tag,true,action,1,1
pelikhan/action-genai-commentor@v0,pelikhan,tag,false,action,1,1
peter-evans/create-pull-request@v7,peter-evans,tag,false,action,1,1
docker/setup-compose-action@v1,docker,tag,true,action,1,1
actions/configure-pages@v4,actions,tag,true,action,1,1
actions/upload-pages-artifact@v3,actions,tag,true,action,1,1
actions/deploy-pages@v4,actions,tag,true,action,1,1
pfizer-github-automation/commit-files-action/commit-files-windows@v1.0.0,pfizer-github-automation,tag,true,action,1,1
pfizer-github-automation/sonar-scan-action@v1,pfizer-github-automation,tag,true,action,1,1
pfizer-github-automation/github-oidc-action@1.x,pfizer-github-automation,tag,true,action,1,1
mikefarah/yq@v4.53.2,mikefarah,tag,false,action,1,1
actions/setup-python@a309ff8b426b58ec0e2a45f0f869d46889d02405,actions,sha,true,action,1,1
pfizer-github-automation/github-oidc-action@f5262de087feab1ec962d1348bce634037611b93,pfizer-github-automation,sha,true,action,1,1
actions/download-artifact@3e5f45b2cfb9172054b4087a40e8e0b5a5461e7c,actions,sha,true,action,1,1
actions/checkout@v3,actions,tag,true,action,89,447
actions/checkout@v4,actions,tag,true,action,111,351
./.github/workflows/_deploy.yaml,,local,true,reusable_workflow,24,129
actions/checkout@v2,actions,tag,true,action,42,116
pfizer-digital-manufacuring/dm-m4-actions-container-deployment@v2,pfizer-digital-manufacuring,tag,true,action,59,113
pfizer-digital-manufacuring/dm-m4-actions-enterprise-sonarqube-scan@v3,pfizer-digital-manufacuring,tag,true,action,113,113
actions/upload-artifact@v3,actions,tag,true,action,26,103
aws-actions/configure-aws-credentials@v1,aws-actions,tag,true,action,42,94
pfizer-digital-manufacuring/dm-m4-actions-java-build-publish@v2,pfizer-digital-manufacuring,tag,true,action,90,90
pfizer-digital-manufacuring/pgs-poi-actions/deploy-terraform@v2,pfizer-digital-manufacuring,tag,true,action,32,89
aws-actions/configure-aws-credentials@v4,aws-actions,tag,true,action,15,76
actions/create-github-app-token@f2acddfb5195534d487896a656232b016a682f3c,actions,sha,true,action,15,74
aws-actions/configure-aws-credentials@v3,aws-actions,tag,true,action,10,73
actions/checkout@b4ffde65f46336ab88eb53be808477a3936bae11,actions,sha,true,action,24,68
./.github/workflows/deploy.yaml,,local,true,reusable_workflow,9,67
pfizer-digital-manufacuring/dm-m4-actions-retag-docker-image@v1,pfizer-digital-manufacuring,tag,true,action,64,64
actions/setup-java@v3,actions,tag,true,action,9,64
./.github/workflows/_build.yaml,,local,true,reusable_workflow,19,60
pfizer-digital-manufacuring/pgs-poi-actions/build@v3,pfizer-digital-manufacuring,tag,true,action,37,57
pfizer-digital-manufacuring/pgs-poi-actions/setup-node@v2,pfizer-digital-manufacuring,tag,true,action,23,50
pfizer-digital-manufacuring/pgs-poi-actions/deploy-terraform@v3,pfizer-digital-manufacuring,tag,true,action,18,48
pfizer-github-automation/sonar-scan-action@main,pfizer-github-automation,branch,true,action,44,47
pfizer-digital-manufacuring/pgs-poi-actions/setup-kubectl@v2,pfizer-digital-manufacuring,tag,true,action,15,39
pfizer-digital-manufacuring/dm-m4-actions-docker-build-publish@v1,pfizer-digital-manufacuring,tag,true,action,23,39
actions/setup-python@v4,actions,tag,true,action,21,38
pfizer-digital-manufacuring/dm-m4-actions-java-image-build-publish@v5,pfizer-digital-manufacuring,tag,true,action,38,38
actions/upload-artifact@v4,actions,tag,true,action,28,37
actions/setup-node@v3,actions,tag,true,action,15,35
pfizer-digital-manufacuring/pgs-poi-actions/setup-kubectl@v3,pfizer-digital-manufacuring,tag,true,action,11,33
actions/checkout@93cb6efe18208431cddfb8368fd83d5badbf9bfd,actions,sha,true,action,5,32
actions/setup-node@v4,actions,tag,true,action,21,30
actions/checkout@v6,actions,tag,true,action,5,27
./.github/workflows/_apply_application.yaml,,local,true,reusable_workflow,3,27
actions/github-script@v7,actions,tag,true,action,9,24
./.github/workflows/build.yaml,,local,true,reusable_workflow,10,24
actions/download-artifact@v4,actions,tag,true,action,17,24
docker://ghcr.io/codfish/semantic-release-action:v3,,docker,true,action,21,21
hashicorp/setup-terraform@v3,hashicorp,tag,true,action,10,21
aws-actions/amazon-ecr-login@v2,aws-actions,tag,true,action,2,21
