action_ref,owner,pin_type,is_vetted,kind,repo_count,total_uses
./.github/workflows/_manage-tf-infrastructure.yaml,,local,true,reusable_workflow,1,3
pfizer-operations-and-insights/pgs-oi-workflows/.github/workflows/mcp-policy-validation.yaml@v2,pfizer-operations-and-insights,tag,true,reusable_workflow,3,3
pfizer-operations-and-insights/pgs-poi-actions/flux-destroy-environment@v2,pfizer-operations-and-insights,tag,true,action,2,3
aws-actions/configure-aws-credentials@v4,aws-actions,tag,true,action,2,3
pfizer-operations-and-insights/oi-continuous-delivery/.github/workflows/_build.yaml@v1,pfizer-operations-and-insights,tag,true,reusable_workflow,1,3
pfizer-operations-and-insights/oncology-actions/.github/workflows/trigger-deployment-pipeline.yaml@v1,pfizer-operations-and-insights,tag,true,reusable_workflow,1,3
./.github/workflows/deploy-snowflake-snapshots.yaml,,local,true,reusable_workflow,1,3
pfizer-operations-and-insights/oncology-actions/.github/workflows/npm-library-create-release.yaml@v1,pfizer-operations-and-insights,tag,true,reusable_workflow,3,3
./.github/workflows/_deploy_vm.yaml,,local,true,reusable_workflow,1,3
pfizer-digital-manufacuring/pgs-poi-actions/build@bolt-runner-config,pfizer-digital-manufacuring,branch,true,action,2,2
pfizer-digital-manufacuring/pgs-poi-actions/deploy-terraform@dms-option-tfplan,pfizer-digital-manufacuring,branch,true,action,1,2
pfizer-digital-manufacuring/pgs-dps-actions/.github/actions/jobs/docker-build-and-push-java-service-job@feature/DMS-5018,pfizer-digital-manufacuring,branch,true,action,1,2
peter-evans/create-pull-request@v5,peter-evans,tag,false,action,1,2
pfizer-operations-and-insights/oi-common-actions/.github/actions/build-and-push-image-generic@main,pfizer-operations-and-insights,branch,true,action,1,2
pfizer-operations-and-insights/pgs-poi-actions/build@add-docker-target,pfizer-operations-and-insights,branch,true,action,2,2
pfizer-operations-and-insights/pgs-dps-actions/.github/actions/jobs/docker-build-and-push-nodejs-service-job@feature/DMS-5018,pfizer-operations-and-insights,branch,true,action,2,2
actions/checkout@v2,actions,tag,true,action,2,2
actions/setup-python@v3,actions,tag,true,action,1,2
actions/upload-artifact@v3,actions,tag,true,action,1,2
pfizer-operations-and-insights/pgs-poi-actions/get-aurora-db-config@v3,pfizer-operations-and-insights,tag,true,action,1,2
bibipkins/dotnet-test-reporter@v1.4.0,bibipkins,tag,false,action,2,2
pfizer-operations-and-insights/pgs-oi-workflows/.github/workflows/dotnet-static-analysis.yaml@v1,pfizer-operations-and-insights,tag,true,reusable_workflow,2,2
amannn/action-semantic-pull-request@v5,amannn,tag,false,action,1,2
./.github/workflows/run_etl.yaml,,local,true,reusable_workflow,1,2
peter-murray/workflow-application-token-action@8e1ba3bf1619726336414f1014e37f17fbadf1db,peter-murray,sha,false,action,2,2
./.github/workflows/build.yaml,,local,true,reusable_workflow,2,2
docker/login-action@v1,docker,tag,true,action,2,2
pfizer-operations-and-insights/oi-common-actions/.github/actions/steps/setup-kubectl@main,pfizer-operations-and-insights,branch,true,action,2,2
./.github/workflows/_manage-tf-environment.yaml,,local,true,reusable_workflow,2,2
./.github/workflows/_terraform-plan-infrastructure.yaml,,local,true,reusable_workflow,2,2
pfizer-operations-and-insights/pgs-poi-actions/create-and-push-signed-commit@v3,pfizer-operations-and-insights,tag,true,action,2,2
regclient/actions/regctl-installer@main,regclient,branch,false,action,2,2
regclient/actions/regctl-login@main,regclient,branch,false,action,2,2
pfizer-operations-and-insights/oi-continuous-delivery/.github/workflows/trigger-acceptance-pipeline.yaml@v1,pfizer-operations-and-insights,tag,true,reusable_workflow,1,2
pfizer-operations-and-insights/oi-continuous-delivery/.github/workflows/trigger-deployment-pipeline.yaml@v1,pfizer-operations-and-insights,tag,true,reusable_workflow,1,2
./.github/workflows/_manage-environment.yaml,,local,true,reusable_workflow,2,2
pfizer-operations-and-insights/pgs-poi-actions/flux-reconcile@feat/oic-6230,pfizer-operations-and-insights,branch,true,action,2,2
./.github/workflows/_notify-release-ready.yaml,,local,true,reusable_workflow,2,2
pfizer-operations-and-insights/oncology-actions/.github/workflows/trigger-acceptance-pipeline.yaml@v1,pfizer-operations-and-insights,tag,true,reusable_workflow,1,2
pfizer-operations-and-insights/pgs-poi-actions/flux-reconcile@v2,pfizer-operations-and-insights,tag,true,action,2,2
actions/checkout@b4ffde65f46336ab88eb53be808477a3936bae11,actions,sha,true,action,1,2
actions/create-github-app-token@v3,actions,tag,true,action,1,2
./.github/workflows/_build-publish-trigger-awc.yaml,,local,true,reusable_workflow,1,2
hashicorp/setup-terraform@v3,hashicorp,tag,true,action,2,2
./.github/workflows/static_analysis.yaml,,local,true,reusable_workflow,1,2
actions/cache@v5,actions,tag,true,action,1,1
cypress-io/github-action@v7,cypress-io,tag,false,action,1,1
./.github/workflows/_build-dsh.yaml,,local,true,reusable_workflow,1,1
pfizer-operations-and-insights/oi-common-actions/.github/actions/steps/gitops-cd@main,pfizer-operations-and-insights,branch,true,action,1,1
pfizer-operations-and-insights/gitops-app-configuration/.github/workflows/promotion_dev_workflow.yaml@main,pfizer-operations-and-insights,branch,true,reusable_workflow,1,1
pfizer-operations-and-insights/oi-common-actions/.github/actions/steps/setup-eks-cluster-auth@feature/DMSCES-2910,pfizer-operations-and-insights,branch,true,action,1,1
pozil/auto-assign-issue@v1,pozil,tag,false,action,1,1
anishathalye/proof-html@v1.1.0,anishathalye,tag,false,action,1,1
tibdex/github-app-token@v2,tibdex,tag,false,action,1,1
GuillaumeFalourd/clone-github-repo-action@v2.1,GuillaumeFalourd,tag,false,action,1,1
mukunku/tag-exists-action@v1.4.0,mukunku,tag,false,action,1,1
imjasonh/setup-crane@v0.1,imjasonh,tag,false,action,1,1
pfizer-digital-manufacuring/pgs-poi-actions/build@v2,pfizer-digital-manufacuring,tag,true,action,1,1
pfizer-operations-and-insights/pgs-poi-actions/generate-azure-devops-pat@v2,pfizer-operations-and-insights,tag,true,action,1,1
pfizer-operations-and-insights/pgs-poi-actions/setup-dotnet@v2.59.0,pfizer-operations-and-insights,tag,true,action,1,1
pfizer-operations-and-insights/pgs-poi-actions/check-nuget-vulnerabilities@v2.59.0,pfizer-operations-and-insights,tag,true,action,1,1
fischerscode/tagger@v0.1,fischerscode,tag,false,action,1,1
dev-hanz-ops/install-gh-cli-action@v0.1.0,dev-hanz-ops,tag,false,action,1,1
pfizer-operations-and-insights/pgs-poi-actions/get-aurora-config@v3,pfizer-operations-and-insights,tag,true,action,1,1
./.github/actions/install-helm,,local,true,action,1,1
actions/setup-python@v2,actions,tag,true,action,1,1
pfizer-operations-and-insights/pgs-poi-actions/get-aurora-db-config@get-aurora-db-config,pfizer-operations-and-insights,branch,true,action,1,1
hashicorp/setup-terraform@v2,hashicorp,tag,true,action,1,1
./.github/workflows/build-images.yaml,,local,true,reusable_workflow,1,1
./.github/workflows/_deploy-version.yaml,,local,true,reusable_workflow,1,1
pfizer-operations-and-insights/oi-docfrm-monitoring/.github/actions/install-ansible@main,pfizer-operations-and-insights,branch,true,action,1,1
pfizer-operations-and-insights/oi-docfrm-monitoring/.github/actions/install-helm@main,pfizer-operations-and-insights,branch,true,action,1,1
pfizer-operations-and-insights/oi-docfrm-monitoring/.github/actions/setup-kubeconfig@main,pfizer-operations-and-insights,branch,true,action,1,1
pfizer-operations-and-insights/oi-docfrm-monitoring/.github/actions/prepare-helmconfig@main,pfizer-operations-and-insights,branch,true,action,1,1
pfizer-operations-and-insights/pgs-poi-actions/spider-sense@main,pfizer-operations-and-insights,branch,true,action,1,1
actions/setup-dotnet@v4,actions,tag,true,action,1,1
./.github/nuget-vulnerabilities,,local,true,action,1,1
docker/login-action@v2,docker,tag,true,action,1,1
danielpalme/ReportGenerator-GitHub-Action@5.2.4,danielpalme,tag,false,action,1,1
5monkeys/cobertura-action@master,5monkeys,branch,false,action,1,1
pfizer-operations-and-insights/pgs-poi-actions/.github/workflows/nuget-publish.yaml@v2,pfizer-operations-and-insights,tag,true,reusable_workflow,1,1
pfizer-operations-and-insights/pgs-poi-actions/nuget-package-version@v2,pfizer-operations-and-insights,tag,true,action,1,1
pfizer-digital-manufacuring/pgs-poi-actions/delete-acceptance-dbs@v2,pfizer-digital-manufacuring,tag,true,action,1,1
haya14busa/action-cond@v1,haya14busa,tag,false,action,1,1
pfizer-operations-and-insights/pgs-oi-workflows/.github/workflows/gradle-static-analysis.yaml@v2,pfizer-operations-and-insights,tag,true,reusable_workflow,1,1
./.github/workflows/_vulnerability-check.yaml,,local,true,reusable_workflow,1,1
azure/setup-helm@v3,azure,tag,true,action,1,1
dcarbone/install-jq-action@v2.1.0,dcarbone,tag,false,action,1,1
./.github/workflows/_deploy-acceptance.yaml,,local,true,reusable_workflow,1,1
pfizer-digital-manufacuring/pgs-poi-actions/setup-terraform@v2,pfizer-digital-manufacuring,tag,true,action,1,1
pfizer-digital-manufacuring/pgs-poi-actions/copy-custom-provider@v2,pfizer-digital-manufacuring,tag,true,action,1,1
./.github/workflows/manage-environment-with-tf-infra.yaml,,local,true,reusable_workflow,1,1
pfizer-operations-and-insights/pgs-poi-actions/destroy-terraform@v2,pfizer-operations-and-insights,tag,true,action,1,1
pfizer-operations-and-insights/pgs-poi-actions/setup-terraform@v2,pfizer-operations-and-insights,tag,true,action,1,1
docker://ghcr.io/codfish/semantic-release-action:v2,,docker,true,action,1,1
pfizer-operations-and-insights/pgs-poi-actions/tagger@v1,pfizer-operations-and-insights,tag,true,action,1,1
./.github/workflows/_manage-rd-nonprod-environment.yaml,,local,true,reusable_workflow,1,1
./.github/workflows/_manage-rd-prod-environment.yaml,,local,true,reusable_workflow,1,1
pfizer-operations-and-insights/oncology-actions/.github/workflows/_build-npm-library.yaml@v1,pfizer-operations-and-insights,tag,true,reusable_workflow,1,1
threeal/setup-yarn-action@v2.0.0,threeal,tag,false,action,1,1
pfizer-operations-and-insights/pgs-poi-actions/flux-update-release-version@v2,pfizer-operations-and-insights,tag,true,action,1,1
pfizer-operations-and-insights/pgs-poi-actions/generate-application-build-matrix@v2,pfizer-operations-and-insights,tag,true,action,1,1
pfizer-operations-and-insights/pgs-poi-actions/workflow-dispatch@v3,pfizer-operations-and-insights,tag,true,action,1,1
pfizer-operations-and-insights/pgs-poi-actions/setup-kubectl@v3,pfizer-operations-and-insights,tag,true,action,1,1
pfizer-operations-and-insights/pgs-poi-actions/nuget-unit-tests@v2,pfizer-operations-and-insights,tag,true,action,1,1
danielpalme/ReportGenerator-GitHub-Action@v5.3.11,danielpalme,tag,false,action,1,1
fluxcd/flux2/action@main,fluxcd,branch,false,action,1,1
gradle/actions/setup-gradle@af1da67850ed9a4cedd57bfd976089dd991e2582,gradle,sha,false,action,1,1
pfizer-operations-and-insights/pgs-poi-actions/honeycomb-sync@feat/honeycomb-sync-action,pfizer-operations-and-insights,branch,true,action,1,1
pfizer-operations-and-insights/pgs-poi-actions/kyverno-policy-scan@v3,pfizer-operations-and-insights,tag,true,action,1,1
EnricoMi/publish-unit-test-result-action/linux@v2,EnricoMi,tag,false,action,1,1
actions/github-script@v6,actions,tag,true,action,1,1
pfizer-operations-and-insights/pgs-poi-actions/nuget-package-version@dms-5441,pfizer-operations-and-insights,branch,true,action,1,1
pfizer-operations-and-insights/pgs-poi-actions/.github/workflows/nuget-publish.yaml@dms-5441,pfizer-operations-and-insights,branch,true,reusable_workflow,1,1
pfizer-operations-and-insights/pgs-poi-actions/setup-managed-by-repo@v3,pfizer-operations-and-insights,tag,true,action,1,1
./.github/workflows/_deploy_prd.yaml,,local,true,reusable_workflow,1,1
fischerscode/tagger@v0.2,fischerscode,tag,false,action,1,1
pfizer-operations-and-insights/pgs-poi-actions/setup-kubectl@v2,pfizer-operations-and-insights,tag,true,action,1,1
pfizer-operations-and-insights/pgs-poi-actions/deploy-terraform@v3,pfizer-operations-and-insights,tag,true,action,1,1
azure/setup-helm@v4,azure,tag,true,action,1,1
kyverno/action-install-cli@v0.2.0,kyverno,tag,false,action,1,1
docker/setup-buildx-action@v3,docker,tag,true,action,1,1
docker/build-push-action@v6,docker,tag,true,action,1,1
dorny/paths-filter@v3,dorny,tag,false,action,1,1
./.github/workflows/flux-manifest-validation.yaml,,local,true,reusable_workflow,1,1
./.github/workflows/terraform-plan.yaml,,local,true,reusable_workflow,1,1
unfor19/install-aws-cli-action@v1,unfor19,tag,false,action,1,1
actions/checkout@v4,actions,tag,true,action,1,1
actions/setup-java@v4,actions,tag,true,action,1,1
./.github/actions/,,local,true,action,1,1
actions/checkout@v4,actions,tag,true,action,733,1733
pfizer-github-automation/sonar-scan-action@main,pfizer-github-automation,branch,true,action,484,495
actions/checkout@v3,actions,tag,true,action,114,381
actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions,sha,true,action,10,266
actions/setup-python@v5,actions,tag,true,action,110,217
aws-actions/configure-aws-credentials@v4,aws-actions,tag,true,action,69,202
actions/upload-artifact@v4,actions,tag,true,action,114,174
actions/download-artifact@v4,actions,tag,true,action,70,161
actions/cache@v4,actions,tag,true,action,58,139
aws-actions/configure-aws-credentials@v2,aws-actions,tag,true,action,10,133
actions/checkout@de0fac2e4500dabe0009e67214ff5f5447ce83dd,actions,sha,true,action,38,123
shivammathur/setup-php@v2,shivammathur,tag,false,action,28,111
actions/setup-python@v4,actions,tag,true,action,84,108
pfizer-rd/unpforgettable-milestones@release/v1,pfizer-rd,branch,true,action,103,103
actions/setup-node@v4,actions,tag,true,action,45,90
peter-evans/create-or-update-comment@71345be0265236311c031f5c7866368bd1eff043,peter-evans,sha,false,action,18,88
./.github/workflows/update-gitops.yml,,local,true,reusable_workflow,28,82
aws-actions/aws-cloudformation-github-deploy@v1,aws-actions,tag,true,action,6,76
actions/create-github-app-token@v2,actions,tag,true,action,13,74
pfizer-github-automation/sonar-scan-action@1ec9b1579aa5b551a238b917425189aa60ed9ff8,pfizer-github-automation,sha,true,action,37,72
github/gh-aw-actions/setup@5c2fe865bb4dc46e1450f6ee0d0541d759aea73a,github,sha,true,action,4,64
actions/checkout@df4cb1c069e1874edd31b4311f1884172cec0e10,actions,sha,true,action,10,64
aws-actions/amazon-ecr-login@v2,aws-actions,tag,true,action,13,62
actions/checkout@v6,actions,tag,true,action,23,61
actions/checkout@v2,actions,tag,true,action,29,58
actions/checkout@11bd71901bbe5b1630ceea73d27597364c9af683,actions,sha,true,action,18,58
aws-actions/amazon-ecr-login@v1,aws-actions,tag,true,action,13,58
actions/github-script@v7,actions,tag,true,action,16,58
peter-evans/create-or-update-comment@e8674b075228eee787fea43ef493e45ece1004c9,peter-evans,sha,false,action,11,56
docker/login-action@v3,docker,tag,true,action,33,54
actions/setup-python@a309ff8b426b58ec0e2a45f0f869d46889d02405,actions,sha,true,action,25,51
actions/upload-artifact@043fb46d1a93c77aae656e7c1c64a875d1fc6a0a,actions,sha,true,action,14,50
r-lib/actions/setup-r@v2,r-lib,tag,false,action,22,47
r-lib/actions/setup-r-dependencies@v2,r-lib,tag,false,action,21,46
seqeralabs/action-tower-launch@v2,seqeralabs,tag,false,action,18,44
astral-sh/setup-uv@v5,astral-sh,tag,false,action,26,42
nf-core/setup-nextflow@v2,nf-core,tag,false,action,20,42
docker/setup-buildx-action@v3,docker,tag,true,action,27,40
pfizer-rd/foundations-devops/.github/workflows/docker-build.yml@v2.0.3,pfizer-rd,tag,true,reusable_workflow,20,40
mshick/add-pr-comment@b8f338c590a895d50bcbfa6c5859251edc8952fc,mshick,sha,false,action,22,39
actions/download-artifact@3e5f45b2cfb9172054b4087a40e8e0b5a5461e7c,actions,sha,true,action,12,36
byu-oit/github-action-create-ecr-repo-if-missing@v2,byu-oit,tag,false,action,3,34
actions/setup-python@a26af69be951a213d495a4c3e4e4022e16d87065,actions,sha,true,action,11,34
pfizer-github-automation/sudo-unlock@main,pfizer-github-automation,branch,true,action,8,34
actions/checkout@v5,actions,tag,true,action,12,33
docker/build-push-action@v6,docker,tag,true,action,22,33
actions/checkout@b4ffde65f46336ab88eb53be808477a3936bae11,actions,sha,true,action,15,32
azure/login@v2,azure,tag,true,action,17,30
actions/setup-node@v4.4.0,actions,tag,true,action,15,30
actions/checkout@93cb6efe18208431cddfb8368fd83d5badbf9bfd,actions,sha,true,action,6,30
actions/setup-python@e797f83bcb11b83ae66e0230d6156d7c80228e7c,actions,sha,true,action,7,29
actions/setup-node@v3,actions,tag,true,action,16,28
actions/setup-node@48b55a011bda9f5d6aeb4c2d9c7362e8dae4041e,actions,sha,true,action,12,28
pfizer-rd/foundations-devops/.github/workflows/update-gitops.yml@v2.0.3,pfizer-rd,tag,true,reusable_workflow,26,28
aws-actions/configure-aws-credentials@010d0da01d0b5a38af31e9c3470dbfdabdecca3a,aws-actions,sha,true,action,1,27
actions/checkout@master,actions,branch,true,action,3,25
actions/checkout@08c6903cd8c0fde910a37f88322edcfb5dd907a8,actions,sha,true,action,3,25
actions/setup-node@v6,actions,tag,true,action,11,24
actions/checkout@0ad4b8fadaa221de15dcec353f45205ec38ea70b,actions,sha,true,action,6,24
jlumbroso/free-disk-space@54081f138730dfa15788a46383842cd2f914a1be,jlumbroso,sha,false,action,18,24
pfizer-rd/mlcs-github-actions/.github/workflows/csartifactory_upload.yml@main,pfizer-rd,branch,true,reusable_workflow,23,23
actions/upload-artifact@v3,actions,tag,true,action,11,22
andstor/file-existence-action@v2,andstor,tag,false,action,2,22
actions/upload-artifact@ea165f8d65b6e75b540449e92b4886f43607fa02,actions,sha,true,action,12,21
actions/setup-python@82c7e631bb3cdc910f68e0081d67478d79c6982d,actions,sha,true,action,5,21
sonarsource/sonarqube-quality-gate-action@master,sonarsource,branch,true,action,2,21
actions/upload-artifact@330a01c490aca151604b8cf639adc76d48f6c5d4,actions,sha,true,action,6,21
aws-actions/configure-aws-credentials@ec61189d14ec14c8efccab744f656cffd0e33f37,aws-actions,sha,true,action,13,20
github/gh-aw-actions/setup-cli@5c2fe865bb4dc46e1450f6ee0d0541d759aea73a,github,sha,true,action,4,20
pfizer-rd/slw-ci-cd@1.1,pfizer-rd,tag,true,action,7,20
actions/checkout@34e114876b0b11c390a56381ad16ebd13914f8d5,actions,sha,true,action,8,19
actions/download-artifact@v8,actions,tag,true,action,13,19
docker/build-push-action@v5,docker,tag,true,action,9,19
./.github/actions/get-shards,,local,true,action,14,18
prefix-dev/setup-pixi@1b2de7f3351f171c8b4dfeb558c639cb58ed4ec0,prefix-dev,sha,false,action,10,18
pfizer-rd/sandy-actions/.github/actions/webapps-build-image@initial-content,pfizer-rd,branch,true,action,9,18
r-lib/actions/setup-pandoc@v2,r-lib,tag,false,action,10,17
nf-core/setup-nextflow@v1,nf-core,tag,false,action,7,17
peter-evans/create-pull-request@v7,peter-evans,tag,false,action,16,17
astral-sh/setup-uv@08807647e7069bb48b6ef5acd8ec9567f424441b,astral-sh,sha,false,action,9,17
aws-actions/amazon-ecr-login@062b18b96a7aff071d4dc91bc00c4c1a7945b076,aws-actions,sha,true,action,10,16
docker/login-action@v2,docker,tag,true,action,6,16
astral-sh/setup-uv@fac544c07dec837d0ccb6301d7b5580bf5edae39,astral-sh,sha,false,action,5,16
azure/login@v1,azure,tag,true,action,13,16
pfizer-rd/foundations-devops/.github/workflows/k8s-deploy.yml@1.1.3,pfizer-rd,tag,true,reusable_workflow,8,16
./.github/actions/nf-test,,local,true,action,13,16
hashicorp/setup-terraform@v3,hashicorp,tag,true,action,6,15
pfizer-rd/ensure-oe-license@v1,pfizer-rd,tag,true,action,7,15
actions/upload-artifact@v7,actions,tag,true,action,12,15
rzr/fediverse-action@master,rzr,branch,false,action,15,15
./.github/workflows/genesisdb-deploy.yml,,local,true,reusable_workflow,3,15
pfizer-rd/foundations-devops/.github/workflows/docker-build.yml@1.1.3,pfizer-rd,tag,true,reusable_workflow,9,15
pietrobolcato/action-read-yaml@9f13718d61111b69f30ab4ac683e67a56d254e1d,pietrobolcato,sha,false,action,15,15
docker/setup-buildx-action@v2,docker,tag,true,action,13,14
actions/checkout@main,actions,branch,true,action,14,14
pfizer/tf-ga-helper/.github/workflows/account-apply.yml@5.x,pfizer,tag,true,reusable_workflow,14,14
pfizer/tf-ga-helper/.github/workflows/account-plan.yml@5.x,pfizer,tag,true,reusable_workflow,14,14
nichmor/minimal-read-yaml@1f7205277e25e156e1f63815781db80a6d490b8f,nichmor,sha,false,action,14,14
actions/setup-python@0a5c61591373683505ea898e09a3ea4f39ef2b9c,actions,sha,true,action,4,14
actions/checkout@9c091bb21b7c1c1d1991bb908d89e4e9dddfe3e0,actions,sha,true,action,4,14
actions/cache@v3,actions,tag,true,action,12,13
actions/setup-java@v4,actions,tag,true,action,7,13
dawidd6/action-download-artifact@ac66b43f0e6a346234dd65d4d0c8fbb31cb316e5,dawidd6,sha,false,action,13,13
pfizer-rd/mlcs-github-actions/.github/workflows/csartifactory_download.yml@main,pfizer-rd,branch,true,reusable_workflow,8,12
actions/setup-java@v3,actions,tag,true,action,7,12
pfizer-rd/mlr-mlops-workflows/.github/workflows/build_and_push_containers.yml@main,pfizer-rd,branch,true,reusable_workflow,9,12
Azure/functions-action@v1,Azure,tag,false,action,8,12
eWaterCycle/setup-apptainer@4bb22c52d4f63406c49e94c804632975787312b3,eWaterCycle,sha,false,action,12,12
astral-sh/setup-uv@04224aa8caab79e9c08d41c1ef06d6394aafe6a0,astral-sh,sha,false,action,12,12
github/gh-aw-actions/setup@bc56a0cad2f450c562810785ef38649c04db812a,github,sha,true,action,1,12
docker/build-push-action@263435318d21b8e681c14492fe198d362a7d2c83,docker,sha,true,action,7,11
aws-actions/configure-aws-credentials@v1,aws-actions,tag,true,action,6,11
mshick/add-pr-comment@v1,mshick,tag,false,action,6,11
peter-evans/create-pull-request@c0f553fe549906ede9cf27b5156039d195d2ece0,peter-evans,sha,false,action,10,11
nowactions/envsubst@v1,nowactions,tag,false,action,11,11
actions/checkout@8e8c483db84b4bee98b60c0593521ed34d9990e8,actions,sha,true,action,3,11
r-lib/actions/check-r-package@v2,r-lib,tag,false,action,10,10
dtolnay/rust-toolchain@stable,dtolnay,branch,false,action,3,10
./.github/actions/setup-node,,local,true,action,4,10
docker/setup-qemu-action@v3,docker,tag,true,action,4,10
./.github/workflows/promptflow-deploy.yml,,local,true,reusable_workflow,2,10
pfizer-rd/mlada-reusable-workflows/.github/workflows/basic-web-app-deploy.yml@v1,pfizer-rd,tag,true,reusable_workflow,10,10
pfizer-github-automation/sonar-scan-action@v1.4.0,pfizer-github-automation,tag,true,action,10,10
actions/setup-java@387ac29b308b003ca37ba93a6cab5eb57c8f5f93,actions,sha,true,action,9,9
actions/setup-python@v3,actions,tag,true,action,4,9
actions/cache/restore@27d5ce7f107fe9357f9df03efb73ab90386fccae,actions,sha,true,action,5,9
actions/cache/save@27d5ce7f107fe9357f9df03efb73ab90386fccae,actions,sha,true,action,5,9
actions/upload-artifact@5d5d22a31266ced268874388b861e4b58bb5c2f3,actions,sha,true,action,5,9
pfizer/tf-ga-helper/.github/workflows/module-validation.yml@5.x,pfizer,tag,true,reusable_workflow,9,9
nf-core/setup-nextflow@b4ec1bc7c16a94435159de94a05253542fddf6ef,nf-core,sha,false,action,2,9
pfizer-rd/sandy-actions/.github/actions/webapps-deploy@initial-content,pfizer-rd,branch,true,action,9,9
actions/setup-java@v5,actions,tag,true,action,6,8
./.github/workflows/deploy.yaml,,local,true,reusable_workflow,3,8
docker/build-push-action@v2,docker,tag,true,action,5,8
actions/setup-python@v2,actions,tag,true,action,6,8
aws-actions/amazon-ecr-login@f2e9fc6c2b355c1890b65e6f6f0e2ac3e6e22f78,aws-actions,sha,true,action,4,8
actions/create-release@v1,actions,tag,true,action,5,8
databricks/setup-cli@137ce208202e4b46c70a80568b206fdc7373c869,databricks,sha,false,action,2,8
azure/webapps-deploy@v3,azure,tag,true,action,4,8
marocchino/sticky-pull-request-comment@331f8f5b4215f0445d3c07b4967662a32a2d3e31,marocchino,sha,false,action,8,8
aws-actions/aws-cloudformation-github-deploy@v1.1.0,aws-actions,tag,true,action,2,8
aws-actions/configure-aws-credentials@v4.1.0,aws-actions,tag,true,action,1,8
zentered/bluesky-post-action@6461056ea355ea43b977e149f7bf76aaa572e5e8,zentered,sha,false,action,8,8
aws-actions/configure-aws-credentials@e7f100cf4c008499ea8adda475de1042d6975c7b,aws-actions,sha,true,action,5,8
stCarolas/setup-maven@v5,stCarolas,tag,false,action,4,7
astral-sh/setup-uv@eac588ad8def6316056a12d4907a9d4d84ff7a3b,astral-sh,sha,false,action,2,7
astral-sh/setup-uv@v7,astral-sh,tag,false,action,7,7
actions/setup-python@v6,actions,tag,true,action,4,7
pfizer-rd/mlcs-python-template@main,pfizer-rd,branch,true,action,7,7
actions/stale@28ca1036281a5e5922ead5184a1bbf96e5fc984e,actions,sha,true,action,7,7
actions/create-github-app-token@v3,actions,tag,true,action,2,7
pfizer-github-automation/sonar-scan-action@13f7a64453afd38f6ef50d070348cd537f972df4,pfizer-github-automation,sha,true,action,7,7
actions/stale@5bef64f19d7facfb25b37b414482c7164d639639,actions,sha,true,action,7,7
marocchino/sticky-pull-request-comment@52423e01640425a022ef5fd42c6fb5f633a02728,marocchino,sha,false,action,7,7
marocchino/sticky-pull-request-comment@773744901bac0e8cbb5a0dc842800d45e9b2b405,marocchino,sha,false,action,7,7
pfizer-github-automation/sonar-scan-action@v1.3.0,pfizer-github-automation,tag,true,action,7,7
astral-sh/setup-uv@v4,astral-sh,tag,false,action,5,7
aws-actions/configure-aws-credentials@b47578312673ae6fa5b5096b330d9fbac3d116df,aws-actions,sha,true,action,4,6
aws-actions/amazon-ecs-render-task-definition@acd72bc11233ac43bac45ddb7b8e54ada737e6cd,aws-actions,sha,true,action,4,6
aws-actions/amazon-ecs-deploy-task-definition@f7b2b96b7fe1b20b452641919c0559bcc19ab8f9,aws-actions,sha,true,action,4,6
docker/build-push-action@v4,docker,tag,true,action,6,6
marocchino/sticky-pull-request-comment@v2,marocchino,tag,false,action,6,6
docker/setup-qemu-action@v2,docker,tag,true,action,5,6
actions/github-script@v9,actions,tag,true,action,1,6
docker/metadata-action@v5,docker,tag,true,action,6,6
astral-sh/setup-uv@37802adc94f370d6bfd71619e3f0bf239e1f3b78,astral-sh,sha,false,action,2,6
./.github/workflows/saiengine-deploy.yml,,local,true,reusable_workflow,1,6
./.github/workflows/adminapp-deploy.yml,,local,true,reusable_workflow,1,6
astral-sh/setup-uv@803947b9bd8e9f986429fa0c5a41c367cd732b41,astral-sh,sha,false,action,6,6
./.github/workflows/fileingestion-deploy.yml,,local,true,reusable_workflow,1,6
actions/setup-python@83679a892e2d95755f2dac6acb0bfd1e9ac5d548,actions,sha,true,action,3,6
actions/upload-artifact@v4.6.0,actions,tag,true,action,1,6
docker/login-action@5e57cd118135c172c3672efd75eb46360885c0ef,docker,sha,true,action,3,6
./.github/workflows/aisearchindex-deploy.yml,,local,true,reusable_workflow,1,6
./.github/workflows/flatten-deploy.yml,,local,true,reusable_workflow,1,6
./.github/workflows/syncstatus-deploy.yml,,local,true,reusable_workflow,1,6
pfizer-rd/emarc/.github/actions/configure-sf-cli@main,pfizer-rd,branch,true,action,1,6
prefix-dev/setup-pixi@v0.9.0,prefix-dev,tag,false,action,6,6
actions/stale@5f858e3efba33a5ca4407a664cc011ad407f2008,actions,sha,true,action,6,6
actions/upload-artifact@bbbca2ddaa5d8feaa63e36b76fdaad77386f024f,actions,sha,true,action,1,6
aws-actions/configure-aws-credentials@d979d5b3a71173a29b74b5b88418bfda9437d885,aws-actions,sha,true,action,3,6
pfizer-rd/mavens-github-automation/.github/actions/configure-sf-cli@main,pfizer-rd,branch,true,action,1,6
prefix-dev/setup-pixi@v0,prefix-dev,tag,false,action,1,6
Swatinem/rust-cache@v2,Swatinem,tag,false,action,1,6
